text,published_on,id,code,username,like_count,reply_count,image_count,videos,url,repost_count,keyword,emotion,language_context
"Love this. 9years past where I thought it would end. I'm now so safe I am angry and panicked. But. I am healing. I am alive. I am safe 🙏 
Spent so long in the rain with the pain alone every night. Safety.. feels .. scary. 
And what an adventure! What a way to be brave! I am scared yet I face the day💖",1756800925,3712637713066661566_70771095683,DOF8FRjDpa-,harley_wilson93,4,0,,,https://www.threads.net/@harley_wilson93/post/DOF8FRjDpa-,0,suicide,sad,english
It's like a rainy day it's all dark but when the sun comes out it'll make you shine like a rainbow you just gotta be positive and you can be the rainbow in the rain,1756830461,3712885473866175173_70923893708,DOG0aqxgFLF,octavia190v0,0,0,,,https://www.threads.net/@octavia190v0/post/DOG0aqxgFLF,0,suicide,sad,english
I made a song about Suicide Awareness after a really close friend left this side and dealing with my own struggles 😔🥺,1756810105,3712714152252163751_67989402766,DOGNdnFjkan,briewitcheddd,14,0,,"['https://instagram.fala6-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQOa7nq4zNBu5rbkw8it-F3nc2SmU7uKqqMsSAIHMU854c5MV7EcNJiXxd9QldQMUFqqa5KXhZFzJj_dTksrq8NLzB9FsenAwSYIetY.mp4?_nc_cat=110&_nc_oc=AdlYFncJU-aeGowjvFZpfBxV0L8LjCNoZzWRi3Z4TUqv1vIh_rzN8Wp4jopAKO6OKrA&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=IWF_9LJMcvIQ7kNvwHEvBkD&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy40ODAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxNTM1NDk0MDY3ODMxMjA2LCJhc3NldF9hZ2VfZGF5cyI6NjksInZpX3VzZWNhc2VfaWQiOjEwMTY0LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=d796c794066523a&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9DQzQzQkFBREQxNjAyMjFDMjQ3MkIwQjE0NzM5QUJCQl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT3JPSXlBV3JPX0RUODhFQUlXa1VtaXljWFF2YmtZTEFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmzIa-p8KhugUVAigCQzMsF0A-ZeNT987ZGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=azuA5tFpMI1y53pwWogztQ&_nc_zt=28&oh=00_AfjXXw71hDtY-C_4UndZxp4VcJr_EVdboHvQgw34JZFoNQ&oe=69149D22', 'https://instagram.fala6-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQOa7nq4zNBu5rbkw8it-F3nc2SmU7uKqqMsSAIHMU854c5MV7EcNJiXxd9QldQMUFqqa5KXhZFzJj_dTksrq8NLzB9FsenAwSYIetY.mp4?_nc_cat=110&_nc_oc=AdlYFncJU-aeGowjvFZpfBxV0L8LjCNoZzWRi3Z4TUqv1vIh_rzN8Wp4jopAKO6OKrA&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=IWF_9LJMcvIQ7kNvwHEvBkD&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy40ODAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxNTM1NDk0MDY3ODMxMjA2LCJhc3NldF9hZ2VfZGF5cyI6NjksInZpX3VzZWNhc2VfaWQiOjEwMTY0LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=d796c794066523a&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9DQzQzQkFBREQxNjAyMjFDMjQ3MkIwQjE0NzM5QUJCQl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT3JPSXlBV3JPX0RUODhFQUlXa1VtaXljWFF2YmtZTEFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmzIa-p8KhugUVAigCQzMsF0A-ZeNT987ZGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=azuA5tFpMI1y53pwWogztQ&_nc_zt=28&oh=00_AfjXXw71hDtY-C_4UndZxp4VcJr_EVdboHvQgw34JZFoNQ&oe=69149D22', 'https://instagram.fala6-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQOa7nq4zNBu5rbkw8it-F3nc2SmU7uKqqMsSAIHMU854c5MV7EcNJiXxd9QldQMUFqqa5KXhZFzJj_dTksrq8NLzB9FsenAwSYIetY.mp4?_nc_cat=110&_nc_oc=AdlYFncJU-aeGowjvFZpfBxV0L8LjCNoZzWRi3Z4TUqv1vIh_rzN8Wp4jopAKO6OKrA&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=IWF_9LJMcvIQ7kNvwHEvBkD&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy40ODAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxNTM1NDk0MDY3ODMxMjA2LCJhc3NldF9hZ2VfZGF5cyI6NjksInZpX3VzZWNhc2VfaWQiOjEwMTY0LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=d796c794066523a&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9DQzQzQkFBREQxNjAyMjFDMjQ3MkIwQjE0NzM5QUJCQl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT3JPSXlBV3JPX0RUODhFQUlXa1VtaXljWFF2YmtZTEFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmzIa-p8KhugUVAigCQzMsF0A-ZeNT987ZGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=azuA5tFpMI1y53pwWogztQ&_nc_zt=28&oh=00_AfjXXw71hDtY-C_4UndZxp4VcJr_EVdboHvQgw34JZFoNQ&oe=69149D22']",https://www.threads.net/@briewitcheddd/post/DOGNdnFjkan,0,suicide,sad,english
All time does is make me feel hopeless I try so hard bc ppl need me but I'm tired of going through this alone 😔 asking for help just makes me feel like a burden I can't seem to find ppl who care abt me as much as I do for them,1756855979,3713099539834597377_73225573828,DOHlFvPgfAB,venusssketch,3,0,,,https://www.threads.net/@venusssketch/post/DOHlFvPgfAB,0,suicide,sad,english
Keep going as long as you breathing there's Hope,1756853457,3713078381392087805_73649513323,DOHgR16Dsr9,kyewilson80,0,0,,,https://www.threads.net/@kyewilson80/post/DOHgR16Dsr9,0,suicide,sad,english
😞 trying my best,1756819578,3712794186157422497_74691741675,DOGfqQeDHeh,bellaa.bunny,1,0,,,https://www.threads.net/@bellaa.bunny/post/DOGfqQeDHeh,0,suicide,sad,english
Nobody cares I’m proof,1756832422,3712901925345095335_73531746954,DOG4KEaDu6n,ogdaika,3,0,,,https://www.threads.net/@ogdaika/post/DOG4KEaDu6n,0,suicide,sad,english
Exactly,1756850174,3713050841541544610_65732933925,DOHaBFbDIqi,chalkheaven_,0,0,,,https://www.threads.net/@chalkheaven_/post/DOHaBFbDIqi,0,suicide,sad,english
🕯️🕊️🦋🤍🕊️,1756822230,3712816428031534413_72290004314,DOGkt61DeVN,elwoman1983,0,0,,,https://www.threads.net/@elwoman1983/post/DOGkt61DeVN,0,suicide,sad,english
Been there almost took mine one day...I'm here if anyone needs an ear.,1757031768,3714574164066925011_76353391852,DOM0YWFDXnT,cancook2022,0,0,,,https://www.threads.net/@cancook2022/post/DOM0YWFDXnT,0,suicide,sad,english
Sorry but far from suicidal not even close so much to see and waiting so long now I'm living a Beautiful life again for sure but my Heart goes out to those with mental health issues God Bless them All Amen.,1756793319,3712573902653673176_70699831156,DOFtkteDs7Y,hort_enciasoto226,2,0,,,https://www.threads.net/@hort_enciasoto226/post/DOFtkteDs7Y,0,suicide,sad,english
I don’t want care anymore,1756858945,3713124419037493801_63094766410,DOHqvxzjvop,dear_buttons,1,0,,,https://www.threads.net/@dear_buttons/post/DOHqvxzjvop,0,suicide,sad,english
I wish to overcome it 🙏🙏🙏,1756772853,3712402227794796942_68670226954,DOFGigzE-GO,lene.on.me.03,4,0,,,https://www.threads.net/@lene.on.me.03/post/DOFGigzE-GO,0,suicide,sad,english
Me too,1756817147,3712773792696876497_75639718944,DOGbBflE73R,le_useridiot,1,0,,,https://www.threads.net/@le_useridiot/post/DOGbBflE73R,0,suicide,sad,english
🙏🫂,1756823542,3712827438532865333_68670226954,DOGnOJKEy01,lene.on.me.03,0,0,,,https://www.threads.net/@lene.on.me.03/post/DOGnOJKEy01,0,suicide,sad,english
Yes. The ripples of kindness can be silent but profound. Being there for someone doesn't always mean having the right words; sometimes it's just about being present.,1759991413,3739401459222034959_64413460465,DPlBdChgboP,ronzcoofficial,1,0,,,https://www.threads.net/@ronzcoofficial/post/DPlBdChgboP,0,suicide,sad,english
"That’s how it feels. 
I protected myself. 
Nd now depression has followed me. 

I’m here, not trying to drown. 

As a Jamaican, I grew up by the sea.  The breeze in the wind, the sand beneath your feet. It was the best thing you could ever feel. 

I could hug the waves, and nature as tight as I’d want. Only, for the impact of disbelief. Reality hits the world by 1, 2, and 3  only to leave you with facts of heat. 

Off the mind. Don’t repeat. ☮️🙏🏾",1756784932,3712503552128601850_72293074176,DOFdk-cAE76,creations_of_the_mind_,7,0,,,https://www.threads.net/@creations_of_the_mind_/post/DOFdk-cAE76,0,suicide,sad,english
"The problem is, i dont have time...",1756785547,3712508710360186875_70986467352,DOFewCaj__7,itsmee.andmee,3,0,,,https://www.threads.net/@itsmee.andmee/post/DOFewCaj__7,0,suicide,sad,english
You always need time for yourself  you can ask for a few days off from work and just relax self care isn't being lazy it's you giving yourself care and it'll mean more to you than you'll ever know,1756830042,3712881960901728746_70923893708,DOGznjEgNnq,octavia190v0,1,0,,,https://www.threads.net/@octavia190v0/post/DOGznjEgNnq,0,suicide,sad,english
"JENNIE is set to perform as a Headliner at the MAD COOL Festival in Madrid, Spain on July 9, 2026",1762782427,3762814188888622973_63046879467,DQ4M5GMgYd9,jennietronn,0,0,,,https://www.threads.net/@jennietronn/post/DQ4M5GMgYd9,0,suicide,sad,english
"Barbara Washburn wasn’t just the first woman to summit Denali, she defied gravity and expectations. Her achievement highlights how extreme altitude affects human physiology and pushes the limits of endurance and exploration.

What would you pack for a journey to the top of North America’s tallest peak? 🥾

WomeninSTEM",1762781446,3762805901984191955_63453593800,DQ4LAgagtXT,museumofscience,11,0,,,https://www.threads.net/@museumofscience/post/DQ4LAgagtXT,0,suicide,sad,english
"Bengals QB Joe Burrow will return to practice today in a limited capacity.

Burrow has been on the Reserve/Injured list since Sept. 16 with a toe injury. Today starts a 21-day period during which he may begin limited practice with the team without counting against the 53-player active roster. He is eligible to be activated to the roster during the 21-day period.",1762797683,3762942164629578137_63409959873,DQ4p_Y5FeGZ,adamschefter,144,0,,,https://www.threads.net/@adamschefter/post/DQ4p_Y5FeGZ,0,suicide,sad,english
"$HIMS insider trades in the last 12 months:

🟢 Buys: $132.3K
🔴 Sells: $199.2M",1762746498,3762512659678272599_63069450921,DQ3IVRPCJxX,trendspider,69,0,,,https://www.threads.net/@trendspider/post/DQ3IVRPCJxX,0,suicide,sad,english
#photography #pushpabhankriwal,1762741101,3762467516762440651_63029071567,DQ2-EWnkkPL,ll_pushpa_bhankriwal_ll,1,0,,,https://www.threads.net/@ll_pushpa_bhankriwal_ll/post/DQ2-EWnkkPL,0,suicide,sad,english
I wonder how many humans resisted suicide only on the strength of their pet’s love,1762717025,3762264824629784575_70807251077,DQ2P-y3AW__,drrachelbarr,7848,0,,"['https://instagram.fala6-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQPbY8HEIcZc8yw_vT4eLwEbK7DjXFxVucBbndkX48hyDgaACtyxgjLFO12QmSSFosI16-j9XGn_3isZmLMSlUTobL3X2szILoFiH4I.mp4?_nc_cat=103&_nc_oc=AdnXyrb8WsmVfhdJqGz8cj90MgMAjkNSkX5QqorkqkjXkzdjV-M1GqDviM5fqiAHOt8&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=4bSOW1hvzbcQ7kNvwFvPFzH&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyNTI2NTIzODg3OTc1OTMxNiwiYXNzZXRfYWdlX2RheXMiOjEsInZpX3VzZWNhc2VfaWQiOjEwMTY0LCJkdXJhdGlvbl9zIjoyMiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=4b0eec3cfe9a278e&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9DODQyRTkwQjFBNjdFQzZGNDI0QjEzQTFCNTg4MzZBNV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRWI5a1NLS09IXzBfRzhDQVBPdi1yUXZDakV3YnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmqK-_ybqm4VkVAigCQzMsF0A2u6XjU_fPGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=HzPYmMWapImogPrLCuwK8w&_nc_zt=28&oh=00_AfjtfwqBT_K2_sbu3dBNEgQg-ec6DSSU1Z7BNnvYxqmQlw&oe=691499C5', 'https://instagram.fala6-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQPbY8HEIcZc8yw_vT4eLwEbK7DjXFxVucBbndkX48hyDgaACtyxgjLFO12QmSSFosI16-j9XGn_3isZmLMSlUTobL3X2szILoFiH4I.mp4?_nc_cat=103&_nc_oc=AdnXyrb8WsmVfhdJqGz8cj90MgMAjkNSkX5QqorkqkjXkzdjV-M1GqDviM5fqiAHOt8&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=4bSOW1hvzbcQ7kNvwFvPFzH&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyNTI2NTIzODg3OTc1OTMxNiwiYXNzZXRfYWdlX2RheXMiOjEsInZpX3VzZWNhc2VfaWQiOjEwMTY0LCJkdXJhdGlvbl9zIjoyMiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=4b0eec3cfe9a278e&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9DODQyRTkwQjFBNjdFQzZGNDI0QjEzQTFCNTg4MzZBNV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRWI5a1NLS09IXzBfRzhDQVBPdi1yUXZDakV3YnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmqK-_ybqm4VkVAigCQzMsF0A2u6XjU_fPGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=HzPYmMWapImogPrLCuwK8w&_nc_zt=28&oh=00_AfjtfwqBT_K2_sbu3dBNEgQg-ec6DSSU1Z7BNnvYxqmQlw&oe=691499C5', 'https://instagram.fala6-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQPbY8HEIcZc8yw_vT4eLwEbK7DjXFxVucBbndkX48hyDgaACtyxgjLFO12QmSSFosI16-j9XGn_3isZmLMSlUTobL3X2szILoFiH4I.mp4?_nc_cat=103&_nc_oc=AdnXyrb8WsmVfhdJqGz8cj90MgMAjkNSkX5QqorkqkjXkzdjV-M1GqDviM5fqiAHOt8&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=4bSOW1hvzbcQ7kNvwFvPFzH&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyNTI2NTIzODg3OTc1OTMxNiwiYXNzZXRfYWdlX2RheXMiOjEsInZpX3VzZWNhc2VfaWQiOjEwMTY0LCJkdXJhdGlvbl9zIjoyMiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=4b0eec3cfe9a278e&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9DODQyRTkwQjFBNjdFQzZGNDI0QjEzQTFCNTg4MzZBNV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRWI5a1NLS09IXzBfRzhDQVBPdi1yUXZDakV3YnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmqK-_ybqm4VkVAigCQzMsF0A2u6XjU_fPGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=HzPYmMWapImogPrLCuwK8w&_nc_zt=28&oh=00_AfjtfwqBT_K2_sbu3dBNEgQg-ec6DSSU1Z7BNnvYxqmQlw&oe=691499C5']",https://www.threads.net/@drrachelbarr/post/DQ2P-y3AW__,0,suicide,sad,english
Me...,1762802691,3762984176254613019_68646324557,DQ4zivREnYb,sisqcat,1,0,,,https://www.threads.net/@sisqcat/post/DQ4zivREnYb,0,suicide,sad,english
"If I hadn't had my dog after my divorce, I definitely wouldn't be here now.",1762789318,3762871987598364247_63432557269,DQ4aCLcEY5X,mollybeesattic,0,0,,,https://www.threads.net/@mollybeesattic/post/DQ4aCLcEY5X,0,suicide,sad,english
This daily walk saved me. I loved him so much.,1762784105,3762828261811370937_63063509099,DQ4QF4oETu5,my8dogsandcats,2,0,,,https://www.threads.net/@my8dogsandcats/post/DQ4QF4oETu5,0,suicide,sad,english
Me,1762749897,3762541302999978598_63308168467,DQ3O2FaDJJm,bry.weasley,0,0,,,https://www.threads.net/@bry.weasley/post/DQ3O2FaDJJm,0,suicide,sad,english
I'm a little concerned right Rachel.,1762717940,3762273226291568327_63440580562,DQ2R5DhEl7H,christian_g_1976,1,0,,,https://www.threads.net/@christian_g_1976/post/DQ2R5DhEl7H,0,suicide,sad,english
"It’s okay. My colleague called the police and they came over, now a social worker will be visiting for the next few days or something. I’m okay.",1762719302,3762284657741283972_70807251077,DQ2UfZ4kkKE,drrachelbarr,11,0,,,https://www.threads.net/@drrachelbarr/post/DQ2UfZ4kkKE,0,suicide,sad,english
"I am one of them. Had 4 cats and lost them one by one for various reasons btwn 2017 and 2025. My mental health suffered TREMENDOUSLY btwn August when my little soul kitty died, and 10/29 when I adopted the bonded pair of ""unadoptable"" she sent me",1762792979,3762902703719176654_70112273453,DQ4hBKDidnO,oneles1982,0,0,,,https://www.threads.net/@oneles1982/post/DQ4hBKDidnO,0,suicide,sad,english
🖐🏼,1762781509,3762806485924560442_63500529555,DQ4LJAQEb46,avfrye,2,0,,,https://www.threads.net/@avfrye/post/DQ4LJAQEb46,0,suicide,sad,english
Pet therapy is strong. They love us and the fact that we have to keep showing up is good when don’t even feel like showing up for ourselves. Hang in there. You’ve got so many more books to write,1762830856,3763220438991076388_66377621226,DQ5pQ0FjXwk,karxpava,0,0,,,https://www.threads.net/@karxpava/post/DQ5pQ0FjXwk,0,suicide,sad,english
I did,1762784126,3762828435597951130_68019371836,DQ4QIaejgCa,pjp021857,0,0,,,https://www.threads.net/@pjp021857/post/DQ4QIaejgCa,0,suicide,sad,english
Me. So glad I’m here. Now I have a husband and 8 rescues,1762776057,3762760748507232251_63462003612,DQ4Avb9jnf7,trippysauce710,0,0,,,https://www.threads.net/@trippysauce710/post/DQ4Avb9jnf7,0,suicide,sad,english
I was one!,1762718304,3762276279852912052_63247938259,DQ2SlfXgs20,jcgpick1984,1,0,,,https://www.threads.net/@jcgpick1984/post/DQ2SlfXgs20,0,suicide,sad,english
Me.,1762811329,3763056630993902422_69076775941,DQ5EBGAEdtW,mak1228,0,0,,,https://www.threads.net/@mak1228/post/DQ5EBGAEdtW,0,suicide,sad,english
Best mental health therapists ever.,1762736305,3762427286818416591_69746658069,DQ2067kDGfP,springtallant,36,0,,,https://www.threads.net/@springtallant/post/DQ2067kDGfP,0,suicide,sad,english
They're beautiful,1762775044,3762752255016365339_69780644858,DQ3-z1yDO0b,sajla.anees,1,0,,,https://www.threads.net/@sajla.anees/post/DQ3-z1yDO0b,0,suicide,sad,english
and the responibility of caring for him,1762780368,3762796909355096477_76800206559,DQ4I9pYDFmd,josephjamescapraro,0,0,,,https://www.threads.net/@josephjamescapraro/post/DQ4I9pYDFmd,0,suicide,sad,english
Yes and I had to release mine to heaven this week on the full moon. Just so so so hard.,1762752844,3762566028934119047_66908831974,DQ3Ud5Okf6H,esemae_music,1,0,,,https://www.threads.net/@esemae_music/post/DQ3Ud5Okf6H,0,suicide,sad,english
Awwwe :( so sorry 😢,1762792902,3762902059104963630_63607680981,DQ4g3xtiYwu,lovespain53,0,0,,,https://www.threads.net/@lovespain53/post/DQ4g3xtiYwu,0,suicide,sad,english
I survived the isolation of Covid thanks to my baby Jatuy,1762787517,3762856880059106065_74818076139,DQ4WmVcjsMR,marta.collazo,2,0,,,https://www.threads.net/@marta.collazo/post/DQ4WmVcjsMR,0,suicide,sad,english
"I wonder how many humans resisted suicide despite not having a pet, partner, or social network.

Somehow I have.",1762717714,3762271335667051670_63490650080,DQ2RdivEayW,stan_de_tenor,32,0,,,https://www.threads.net/@stan_de_tenor/post/DQ2RdivEayW,0,suicide,sad,english
I’m one of them.,1762809530,3763041540785688599_77933791252,DQ5AlgJkdAX,katherine.layne.73,0,0,,,https://www.threads.net/@katherine.layne.73/post/DQ5AlgJkdAX,0,suicide,sad,english
Whatever it takes.,1762719470,3762286066809310035_63649920634,DQ2Uz6LkgtT,brianrking,2,0,,,https://www.threads.net/@brianrking/post/DQ2Uz6LkgtT,0,suicide,sad,english
Whatever the fuck it takes,1762719984,3762290378193129126_70807251077,DQ2VypeEk6m,drrachelbarr,2,0,,,https://www.threads.net/@drrachelbarr/post/DQ2VypeEk6m,0,suicide,sad,english
Are you okay?,1762786373,3762847283550196918_64115869696,DQ4UasADZS2,missjoy70,0,0,,,https://www.threads.net/@missjoy70/post/DQ4UasADZS2,0,suicide,sad,english
Nobody talks about the guilt of falling back into sh during suicide prevention/awareness month,1756874035,3713250999340480456_63225510191,DOIHhw5jbfI,i.wish.i.were.frog,59,0,,,https://www.threads.net/@i.wish.i.were.frog/post/DOIHhw5jbfI,0,suicide,sad,english
"I love your life, frog!",1756958152,3713956621925106855_76753929012,DOKn97JDkSn,cultivate_soul,1,0,,,https://www.threads.net/@cultivate_soul/post/DOKn97JDkSn,0,suicide,sad,english
"this internet stranger hopes you're okay. you're stronger than you think, and I promise the pain will dull with time",1756912648,3713574910305070201_71217019411,DOJRLSfiWx5,dylnoak,4,0,,,https://www.threads.net/@dylnoak/post/DOJRLSfiWx5,0,suicide,sad,english
